iter	RMSE
700	0.04772802078
701	0.04767676008
702	0.04761555109
703	0.04755019887
704	0.04752069069
705	0.04746625794
706	0.04738929375
707	0.04734337655
708	0.04730875122
709	0.0472731092
710	0.04723609663
711	0.04717796867
712	0.04711535664
713	0.04709896232
714	0.04703322884
715	0.04699345479
716	0.04694771962
717	0.04690722461
718	0.04687726402
719	0.04679041364
720	0.04671117639
721	0.04667107348
722	0.04661214771
723	0.04660032263
724	0.04653015494
725	0.04645705818
726	0.04638917341
727	0.04633682315
728	0.04626769647
729	0.04622299687
730	0.04613901807
731	0.04603125298
732	0.04600453945
733	0.0459378058
734	0.04590579218
735	0.04585395909
736	0.04582415271
737	0.04576320545
738	0.0457395674
739	0.04567541823
740	0.04559567467
741	0.04555356584
742	0.04549159381
743	0.04540976179
744	0.04537129974
745	0.04531276168
746	0.04527965343
747	0.04522802849
748	0.04522087102
749	0.04517098535
750	0.0451507419
751	0.04509308492
752	0.04503985449
753	0.04496979539
754	0.04493014214
755	0.04488195096
756	0.04481264689
757	0.04480954047
758	0.04476870434
759	0.04471331918
760	0.04466161809
761	0.04459176118
762	0.04455024675
763	0.04453223623
764	0.04447569147
765	0.04443176768
766	0.04438716739
767	0.04434667766
768	0.04428001815
769	0.04424480838
770	0.04419980628
771	0.04414028649
772	0.04410983403
773	0.04407730287
774	0.04404303356
775	0.04400317548
776	0.04394037439
777	0.04388998264
778	0.04383971069
779	0.04381130196
780	0.043746074
781	0.04366731497
782	0.04361348488
783	0.04358717916
784	0.04351041551
785	0.0434593234
786	0.04339743296
787	0.04334894419
788	0.04329532454
789	0.04324875741
790	0.04319348687
791	0.04311207368
792	0.04303415287
793	0.04298542791
794	0.04295669467
795	0.04293605772
796	0.04289325323
797	0.04287758265
798	0.04285134159
799	0.04284081712
800	0.04283874937
801	0.04281404674
802	0.04277908229
803	0.042768102
804	0.04275267927
805	0.04269692854
806	0.04262255828
807	0.04260977026
808	0.04258028815
809	0.04251582605
810	0.04249176554
811	0.04244149779
812	0.04236282884
813	0.04231249339
814	0.04229440255
815	0.04226189382
816	0.04221711825
817	0.04218793703
818	0.04213868919
819	0.04210120471
820	0.04209814069
821	0.04205605483
822	0.04204103253
823	0.04198287332
824	0.04191885284
825	0.04187276212
826	0.04181453633
827	0.0418120354
828	0.04176533061
829	0.04173834917
830	0.04169600694
831	0.0416639798
832	0.04162660629
833	0.04157322152
834	0.04153132036
835	0.04146512939
836	0.04140843533
837	0.04138367431
838	0.04136751383
839	0.04134382261
840	0.04129310102
841	0.04128990719
842	0.04125610585
843	0.04118078443
844	0.04112893174
845	0.0410858956
846	0.04107215027
847	0.04105406567
848	0.04097464121
849	0.04093861383
850	0.04087879662
851	0.04081022489
852	0.04075028249
853	0.04070886472
854	0.04067579896
855	0.04061987107
856	0.04057319425
857	0.04052742537
858	0.04046369119
859	0.04042832295
860	0.04038083425
861	0.04036456023
862	0.0403194634
863	0.04024681388
864	0.04021272001
865	0.04019700377
866	0.04015062957
867	0.0401071364
868	0.04007664609
869	0.04006041112
870	0.03999471233
871	0.03998957689
872	0.03997879946
873	0.0399260675
874	0.0398837489
875	0.03983177318
876	0.03977925044
877	0.03975423618
878	0.03966981378
879	0.03965937826
880	0.03961437264
881	0.03955064523
882	0.03950141619
883	0.03944602455
884	0.03943339917
885	0.03939437606
886	0.03935379719
887	0.03929258915
888	0.03924854812
889	0.03917102015
890	0.03913971912
891	0.03907679423
892	0.0390228786
893	0.03899232776
894	0.03894691229
895	0.0388803412
896	0.03882305144
897	0.03878050562
898	0.03877881193
899	0.03873588625
900	0.03872055875
901	0.03870319963
902	0.0386612893
903	0.03864852431
904	0.03861146654
905	0.03856082038
906	0.03852306651
907	0.03847857339
908	0.03844129793
909	0.03835931735
910	0.03830173762
911	0.03829335071
912	0.03823958602
913	0.03822405202
914	0.03820900276
915	0.03815424007
916	0.03809403158
917	0.03807449485
918	0.03803694465
919	0.03801846075
920	0.03798462771
921	0.03797992934
922	0.03797012214
923	0.03790795612
924	0.03785914452
925	0.03778999547
926	0.03775880042
927	0.03772178931
928	0.03767350841
929	0.0376448693
930	0.03764267581
931	0.0375916327
932	0.03753266445
933	0.03751265562
934	0.03750488836
935	0.03746002767
936	0.0374310808
937	0.03741490953
938	0.03736319127
939	0.03732606005
940	0.03729036495
941	0.03726703157
942	0.03724938747
943	0.03721500191
944	0.03716443207
945	0.03714552454
946	0.03714350429
947	0.03711404336
948	0.03707167884
949	0.03703303664
950	0.03698576164
951	0.0369404207
952	0.03688549437
953	0.0368379302
954	0.03677809074
955	0.03672433219
956	0.03668423316
957	0.03664974705
958	0.03662034341
959	0.0365626076
960	0.03653039909
961	0.03647178368
962	0.03642046593
963	0.03636830765
964	0.03634950837
965	0.03630206611
966	0.03626932117
967	0.03621600996
968	0.03618837959
969	0.03615272282
970	0.03614822501
971	0.03608350103
972	0.03605781154
973	0.03601422358
974	0.03597820875
975	0.03592848632
976	0.0358827602
977	0.03584216492
978	0.03577550949
979	0.0357201491
980	0.03566539758
981	0.03562044674
982	0.03555066661
983	0.03549790907
984	0.03545624565
985	0.03545388854
986	0.03543078495
987	0.03539276951
988	0.03538061157
989	0.03534673779
990	0.03530976556
991	0.03528263955
992	0.03522604152
993	0.03518096776
994	0.03514930752
995	0.03509837196
996	0.0350511409
997	0.03501320777
998	0.03499236954
999	0.03494040925
