iter	RMSE
0	0.3873183291
1	0.3762716822
2	0.3663615769
3	0.3571521001
4	0.3471630055
5	0.3386982908
6	0.3295494624
7	0.3211407613
8	0.3129718455
9	0.3050307034
10	0.2976892958
11	0.2906532634
12	0.2848000865
13	0.2780744894
14	0.2721183575
15	0.265739057
16	0.259709496
17	0.2539739064
18	0.2486892672
19	0.2435718135
20	0.2386166832
21	0.2338010997
22	0.229192377
23	0.2246717174
24	0.2202395159
25	0.2157545519
26	0.2118347311
27	0.2083014575
28	0.2044256923
29	0.2007655744
30	0.1971847628
31	0.1939179574
32	0.1907855435
33	0.1875311373
34	0.1845085354
35	0.1816437037
36	0.1788764646
37	0.1761306899
38	0.1736852557
39	0.1713361409
40	0.1687757472
41	0.1666813164
42	0.164423666
43	0.1624233053
44	0.1603162691
45	0.158681835
46	0.1568234912
47	0.1551994274
48	0.1535751374
49	0.1519239424
50	0.1504187371
51	0.1487496084
52	0.1472479313
53	0.1458004999
54	0.1443852653
55	0.1430639595
56	0.1418100621
57	0.1409987788
58	0.1396974294
59	0.1386357052
60	0.1375244817
61	0.1365039977
62	0.1354880377
63	0.1345278323
64	0.1333559304
65	0.1325950825
66	0.1317048214
67	0.1306436768
68	0.1298735405
69	0.1291402672
70	0.1282690387
71	0.1274029053
72	0.1267560918
73	0.1261653625
74	0.1255600796
75	0.1248219052
76	0.1239627542
77	0.1232465869
78	0.1225379663
79	0.1218945314
80	0.1213690481
81	0.1206912591
82	0.1200239354
83	0.119598306
84	0.118956353
85	0.1183709437
86	0.1178115051
87	0.1173262217
88	0.1168160162
89	0.1163629029
90	0.1159230535
91	0.1153737953
92	0.1148344589
93	0.1144603031
94	0.1141196637
95	0.1135308705
96	0.1131210667
97	0.1126943424
98	0.1123486316
99	0.1119256963
100	0.1115658339
101	0.1112292332
102	0.1108244736
103	0.1104001393
104	0.1100655202
105	0.109685343
106	0.1093054829
107	0.108959715
108	0.108566363
109	0.1082615603
110	0.1079034404
111	0.1075981131
112	0.1072990415
113	0.1070143723
114	0.1066300281
115	0.1064148624
116	0.1061358714
117	0.1059038466
118	0.1056565312
119	0.1053335607
120	0.1050590195
121	0.1047116753
122	0.1044931789
123	0.1042233317
124	0.1040084526
125	0.1037270857
126	0.1034636308
127	0.103200865
128	0.1028767179
129	0.1027110757
130	0.102510388
131	0.1022901851
132	0.1020430115
133	0.1017849232
134	0.1015775315
135	0.1012072918
136	0.1010400396
137	0.1007923584
138	0.100572459
139	0.100293689
140	0.100144466
141	0.09997557493
142	0.09977433224
143	0.09955861623
144	0.09934854038
145	0.09914014618
146	0.09889694193
147	0.09871518521
148	0.09852337018
149	0.09834309776
150	0.09816640111
151	0.09804802435
152	0.09787326048
153	0.09771152042
154	0.09749315031
155	0.09732948701
156	0.09705383053
157	0.09690782817
158	0.09666994617
159	0.09645794967
160	0.09638146049
161	0.09618501006
162	0.09610747777
163	0.09571603003
164	0.09552381218
165	0.09533988507
166	0.09518583723
167	0.09495880553
168	0.09479693509
169	0.09465850911
170	0.09446559354
171	0.09426165594
172	0.09404258204
173	0.0938181614
174	0.0935920586
175	0.09345268851
176	0.09328636636
177	0.09306483889
178	0.09272792753
179	0.09249975972
180	0.09231830985
181	0.09218069782
182	0.09207865905
183	0.09195416701
184	0.09177154809
185	0.09155922069
186	0.09135217261
187	0.09109908381
188	0.09094597891
189	0.09076475474
190	0.09058456264
191	0.09048306914
192	0.09033362943
193	0.09013375875
194	0.0899428231
195	0.08980741939
196	0.08948556693
197	0.08925500988
198	0.08908211985
199	0.0889030399
200	0.08875400986
201	0.08861617381
202	0.08842315314
203	0.08828387208
204	0.0881093761
205	0.08795153938
206	0.08783579316
207	0.08762988576
208	0.08756783318
209	0.08746772637
210	0.08741293925
211	0.08718356717
212	0.0870436213
213	0.08679485428
214	0.08676423451
215	0.08665061233
216	0.08649971518
217	0.08635192347
218	0.08615918174
219	0.08602658292
220	0.08588836076
221	0.08580524664
222	0.0857304289
223	0.0856025979
224	0.08546350338
225	0.08522325945
226	0.08498421237
227	0.08487256465
228	0.08473213204
229	0.08467770318
230	0.08455893797
231	0.08436929833
232	0.08418156218
233	0.08414705039
234	0.08412410131
235	0.08409816598
236	0.08405038203
237	0.08387507557
238	0.08373755412
239	0.08369591948
240	0.08350385061
241	0.08335477291
242	0.08317203463
243	0.08310823841
244	0.08293911394
245	0.08280057516
246	0.08263707792
247	0.08261758802
248	0.08258828566
249	0.08255123669
250	0.0825047982
251	0.0823803757
252	0.08232708831
253	0.08220736421
254	0.08206923373
255	0.08198803743
256	0.08194591212
257	0.08181075455
258	0.08177058086
259	0.0817498233
260	0.08168937482
261	0.08167083125
262	0.08149713318
263	0.08129207167
264	0.0812563511
265	0.08123451778
266	0.08109635575
267	0.0809137868
268	0.08087165217
269	0.08072628522
270	0.08067190263
271	0.08063851249
272	0.08055713441
273	0.0803485645
274	0.08019498424
275	0.0800350641
276	0.08000040158
277	0.07988332529
278	0.07974150898
279	0.07959105031
280	0.07945622015
281	0.07927972359
282	0.07923806456
283	0.07912060353
284	0.07909385978
285	0.07895298979
286	0.07880370659
287	0.0786750531
288	0.07856198559
289	0.07843925349
290	0.07832165357
291	0.07830308008
292	0.07818923975
293	0.07814444726
294	0.0780006916
295	0.07785994469
296	0.07772714862
297	0.07760235186
298	0.07749689221
299	0.07738450023
300	0.0773013719
301	0.07727348631
302	0.07706752318
303	0.07696299479
304	0.07689470948
305	0.07685458191
306	0.07676601268
307	0.07664083166
308	0.0764575217
309	0.07638588167
310	0.07618836632
311	0.07602046797
312	0.0759101378
313	0.07584050173
314	0.07574874119
315	0.07569311484
316	0.0755564635
317	0.07537434914
318	0.07527114922
319	0.07522585685
320	0.07511113875
321	0.07498993449
322	0.07479443964
323	0.0746792631
324	0.0745674817
325	0.07451601772
326	0.07434808171
327	0.07424040106
328	0.07412402953
329	0.07402806063
330	0.07386732962
331	0.07374427942
332	0.07364709283
333	0.0734888275
334	0.0734514818
335	0.07331545193
336	0.07321982457
337	0.07317321526
338	0.07301908816
339	0.0728572436
340	0.07274026551
341	0.07266945886
342	0.07252097807
343	0.07240010401
344	0.07234436337
345	0.07220713482
346	0.07212965206
347	0.07207556962
348	0.07201513365
349	0.07197448659
350	0.07189417037
351	0.07181754178
352	0.07175709382
353	0.07167410768
354	0.07158730124
355	0.07146410034
356	0.07134555421
357	0.07121195998
358	0.07110347201
359	0.07094511234
360	0.07088358038
361	0.07077488695
362	0.0706137155
363	0.07054138311
364	0.07049636511
365	0.07041277696
366	0.07036769799
367	0.07024020095
368	0.07014069295
369	0.07003871536
370	0.06997250598
371	0.0698538373
372	0.06976560928
373	0.06967854604
374	0.06955426337
375	0.06946673606
376	0.06933386938
377	0.06921017459
378	0.06910338968
379	0.06895227557
380	0.06887445424
381	0.06877240994
382	0.06869199633
383	0.06862051237
384	0.06850827005
385	0.0684637853
386	0.06841515809
387	0.06825599177
388	0.06819084447
389	0.06814200328
390	0.0680331416
391	0.06796071457
392	0.067801345
393	0.06765559711
394	0.06756800192
395	0.06747478482
396	0.06745633604
397	0.06734105828
398	0.06726380869
399	0.06725182556
400	0.06718132276
401	0.06712432133
402	0.06711240191
403	0.06702644749
404	0.06699326028
405	0.06694215132
406	0.06684919903
407	0.06674087652
408	0.06672583863
409	0.06659757378
410	0.06655389917
411	0.06647381904
412	0.06637680851
413	0.06625385142
414	0.06614983124
415	0.06607634151
416	0.06606410889
417	0.06600005515
418	0.06596331
419	0.06587336211
420	0.06576740075
421	0.06570280383
422	0.06557533646
423	0.06545303944
424	0.06537050838
425	0.06535565688
426	0.06533479525
427	0.06521618607
428	0.06512204001
429	0.06503312241
430	0.06493302725
431	0.06485975001
432	0.06477945574
433	0.06471586665
434	0.06463420354
435	0.06449239643
436	0.06437347715
437	0.06432093505
438	0.06426668821
439	0.06419180219
440	0.06409902025
441	0.06408357263
442	0.0640062202
443	0.06399344722
444	0.06389353061
445	0.06376019919
446	0.06371367379
447	0.06362361968
448	0.0635875003
449	0.06351607081
450	0.06347605023
451	0.06338638581
452	0.06330331012
453	0.06319094825
454	0.06316275302
455	0.06307263323
456	0.06301380865
457	0.06292260397
458	0.06289368928
459	0.0628784966
460	0.06283343709
461	0.06271590644
462	0.06270429009
463	0.06262522303
464	0.06250098984
465	0.06235541126
466	0.06219044956
467	0.06211427818
468	0.06209350765
469	0.06202381971
470	0.06193603541
471	0.06186843163
472	0.06181315435
473	0.06176872077
474	0.06175755302
475	0.06163132897
476	0.06152311548
477	0.06148387372
478	0.06138667627
479	0.06130551969
480	0.06122283821
481	0.06112577539
482	0.06101798824
483	0.06095639551
484	0.06083817953
485	0.06072943746
486	0.06065890108
487	0.06057051805
488	0.06049264879
489	0.06041779491
490	0.06031049148
491	0.06020397333
492	0.0601446525
493	0.06003138446
494	0.05998639947
495	0.05992606503
496	0.05991454018
497	0.05980994646
498	0.05967352503
499	0.05961528317
500	0.05955758136
501	0.05949910243
502	0.05946731284
503	0.05945862586
504	0.05934816373
505	0.05928421375
506	0.0592588198
507	0.05922129512
508	0.05917429907
509	0.05914467784
510	0.05905622274
511	0.05894984049
512	0.05890339804
513	0.05888439735
514	0.05876827925
515	0.05865470652
516	0.05863857574
517	0.05852365049
518	0.05841660303
519	0.05836076014
520	0.05833559846
521	0.05825932207
522	0.05818505247
523	0.05808663093
524	0.05807923149
525	0.05802996948
526	0.05799800652
527	0.05796078054
528	0.05791274576
529	0.05780253843
530	0.05770042747
531	0.05762123558
532	0.05751847787
533	0.05744726417
534	0.05743613554
535	0.05736211417
536	0.05724939732
537	0.05715688106
538	0.05708200589
539	0.05706740496
540	0.05697006475
541	0.05689069412
542	0.05682726736
543	0.05674842529
544	0.0567201634
545	0.05664043085
546	0.05655036838
547	0.05653067079
548	0.05645381107
549	0.05638140584
550	0.05630467811
551	0.05625642667
552	0.05618519703
553	0.05614978827
554	0.05604515281
555	0.05596803905
556	0.05592371993
557	0.05587226032
558	0.05581194385
559	0.05580563409
560	0.05574805327
561	0.05562749149
562	0.05556121892
563	0.05548190109
564	0.05538418589
565	0.05531752833
566	0.05529416715
567	0.05525060633
568	0.05517560777
569	0.05506414639
570	0.05501972822
571	0.05492540306
572	0.05488209878
573	0.05478727155
574	0.05469803825
575	0.05463662392
576	0.0545936674
577	0.05451062824
578	0.05443951322
579	0.05436917023
580	0.05427932707
581	0.05424645809
582	0.05419588766
583	0.05418827891
584	0.05411696356
585	0.05404588808
586	0.05401359745
587	0.05396117074
588	0.05390045097
589	0.05382082312
590	0.05377816068
591	0.05370157526
592	0.05362672523
593	0.053538448
594	0.05345181652
595	0.05341132199
596	0.05334087584
597	0.05328484931
598	0.05326676244
599	0.05318884783
600	0.05315830408
601	0.05315240316
602	0.0530600593
603	0.05301944655
604	0.05298000954
605	0.05297355845
606	0.05288226288
607	0.05287748169
608	0.05281913732
609	0.05276009556
610	0.05267519848
611	0.05256019501
612	0.05249368811
613	0.05246641649
614	0.05241950006
615	0.05236170908
616	0.05229802152
617	0.05225591593
618	0.05224939724
619	0.05219459524
620	0.05211665212
621	0.05203831505
622	0.05203124371
623	0.05194916309
624	0.05187046952
625	0.0518661555
626	0.05181803184
627	0.05180919619
628	0.05172944865
629	0.0516628641
630	0.05156811507
631	0.05151656593
632	0.05145534952
633	0.0513625504
634	0.0512997356
635	0.05121317549
636	0.0511620324
637	0.05106282759
638	0.05096148063
639	0.05089475374
640	0.05085641722
641	0.05078929006
642	0.05070286253
643	0.05062325522
644	0.05054604021
645	0.05048425595
646	0.05041243732
647	0.05034889141
648	0.05029937502
649	0.05024031298
650	0.05022130944
651	0.05015702663
652	0.05007823174
653	0.05002537607
654	0.04999671092
655	0.04997236298
656	0.04993341161
657	0.04992893907
658	0.04992430198
659	0.0498901288
660	0.04982522287
661	0.04982186784
662	0.04975230054
663	0.04969746989
664	0.04963133832
665	0.04959660652
666	0.04954019433
667	0.04953502136
668	0.0494952201
669	0.04945544598
670	0.04940386876
671	0.04934763999
672	0.04927837695
673	0.0491918714
674	0.04914315713
675	0.04909167179
676	0.04903094049
677	0.0489633405
678	0.04887869297
679	0.04881787028
680	0.04874010705
681	0.04869044998
682	0.04860854142
683	0.04855769311
684	0.04849409057
685	0.0484735406
686	0.04843814927
687	0.04843303207
688	0.04837995573
689	0.04832247879
690	0.04828276336
691	0.04823282871
692	0.04816937632
693	0.04811022714
694	0.04804637542
695	0.04799426858
696	0.04792841365
697	0.04788929732
698	0.04778953832
699	0.04778460792
